FID,id,source,project,pcode,site_name,today,visit,status,geom,longitude,latitude,ward_name,village_name,site_status,site_type,site_registration,site_registration_reason,site_registration_date,site_registration_owner,site_access,workers_numb,women_numb,women_activity,children_numb,children_activity,tools,workers_accomodation,mineral_numb,mineral1_name,selling_points,processing_location,processing_steps,environment,environment_comment,conflict,conflict_comment,incident,incident_comment,authorities,authorities_freq,protection_quantity,protection_equipment,facilities
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-638a,255,IPIS,IPIS - ZELA 2019,zwemine00251,Sam Chivere,2019-02-27,0,1,POINT (29.9684192953575 -20.3042205526394),29.9684193,-20.30422055,12,Amon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6389,295,IPIS,IPIS - ZELA 2019,zwemine00292,Unknonwn,2019-02-28,0,1,POINT (29.8843819222944 -20.092069699969),29.88438192,-20.0920697,3,Mapanzure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6388,256,IPIS,IPIS - ZELA 2019,zwemine00252,Alluvial 1,2019-02-27,1,1,POINT (29.9675835345274 -20.3077021558785),29.96758353,-20.30770216,12,Amon,Production,Open Cast / Alluvial / trench,No,Financial issue,,,Truck,2,0,,,,"Metal detectors Picks, shovels",In a support village,1,Gold,other,,,Yes,"Trees cut indicriminately, open pits all over",None,,None,,None,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6387,257,IPIS,IPIS - ZELA 2019,zwemine00253,New thought,2019-02-27,1,1,POINT (29.9739172558393 -20.3110731392162),29.97391726,-20.31107314,12,Amon,Exploration,underground / Reef,Yes,,2018-06-01,Cooperatives,Truck,10,0,,,,"Jack hammers Compressors Shovels, picks, hammers, chisels Hoist (winches)",On site,1,Gold,Fidelity Directly,Milling point,,Yes,Huge open pit,None,,None,,None,,Some of them,Helmets Gumboots Gloves Worksuits (overalls),None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6386,258,IPIS,IPIS - ZELA 2019,zwemine00254,Game 4,2019-02-27,1,1,POINT (30.0796359283379 -20.3628737652594),30.07963593,-20.36287377,19,Nil,Production,underground / Reef,Yes,,1997-01-01,Individual,Truck,5,0,,,,"Hammer mill, jaw crusher, generator, shovels, picks, hammers, chisels Hoist (winches) Compressors Jack hammers",On site,1,Gold,Fidelity Directly,On site,Crushing Use of mercury Use of cyanide,No,,None,,None,,EMA Police CID,Irregularly,Some of them,Helmets Gumboots Worksuits (overalls),Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6385,259,IPIS,IPIS - ZELA 2019,zwemine00256,Dayataya,2019-02-27,1,1,POINT (29.9504701023747 -20.3010953484482),29.9504701,-20.30109535,12,mlingo,Production,underground / Reef,Yes,,2017-02-22,Company,Foot Car,21,0,,,,"hammer,chisels,shovels, picks",On site In a support village,1,Gold,Fidelity Directly,Milling point,,Yes,land degradation,None,,Injuries,Some general injuries which are not specific,Min of Mines,Irregularly,Some of them,Worksuits (overalls) Gumboots Helmets,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6384,260,IPIS,IPIS - ZELA 2019,zwemine00257,chaita7,2019-02-27,0,1,POINT (29.9491130098408 -20.3118664513866),29.94911301,-20.31186645,12,stand tdhuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6383,261,IPIS,IPIS - ZELA 2019,zwemine00258,Erry,2019-02-27,0,1,POINT (29.9526487907551 -20.3126690910266),29.95264879,-20.31266909,12,stanlry tdhuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6382,262,IPIS,IPIS - ZELA 2019,zwemine00259,mutym,2019-02-27,0,1,POINT (29.9646011419814 -20.3097133843259),29.96460114,-20.30971338,12,james moyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6381,263,IPIS,IPIS - ZELA 2019,zwemine00260,mutym,2019-02-27,0,1,POINT (29.9651761289039 -20.308952628118),29.96517613,-20.30895263,12,jmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6380,264,IPIS,IPIS - ZELA 2019,zwemine00261,pfumwe,2019-02-27,0,1,POINT (29.9670229304879 -20.3132273776056),29.96702293,-20.31322738,12,james moyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-637f,265,IPIS,IPIS - ZELA 2019,zwemine00262,Nhongo,2019-02-27,0,1,POINT (29.9698687918525 -20.3222924385276),29.96986879,-20.32229244,12,Amon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-637e,266,IPIS,IPIS - ZELA 2019,zwemine00263,Belotax,2019-02-28,1,1,POINT (29.9371221243807 -19.9942315853702),29.93712212,-19.99423159,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,tributery,Truck,4,0,,,,Compressors Excavators Dumpers Jack hammers,In a support village,1,Chrome,other,,,Yes,"Open pits, deforestation",None,,None,,EMA,Irregularly,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-637d,296,IPIS,IPIS - ZELA 2019,zwemine00293,Akurium,2019-02-28,0,1,POINT (29.8829263101385 -20.0963065458363),29.88292631,-20.09630655,3,Mapanzure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-637c,267,IPIS,IPIS - ZELA 2019,zwemine00264,Sport 7,2019-02-28,1,1,POINT (29.9369761215285 -19.9943768219305),29.93697612,-19.99437682,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,1989-01-28,Individual,Truck,15,0,,,,Excavators,In a support village,1,Chrome,other,,,Yes,Deforestation,None,,None,,EMA,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Facemasks,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-637b,268,IPIS,IPIS - ZELA 2019,zwemine00265,Munyuki,2019-02-28,1,1,POINT (29.935518247483 -19.9955992560265),29.93551825,-19.99559926,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,tributery,Truck,12,0,,,,Jack hammers Compressors Excavators Dumpers,In a support village,1,Chrome,other,,,Yes,"Deforestation, open pits, land pollution because of dumps",None,,None,,EMA,Irregularly,Most of them,Gumboots Helmets Worksuits (overalls) Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-637a,269,IPIS,IPIS - ZELA 2019,zwemine00266,Zunguzira,2019-02-28,1,1,POINT (29.9353446667998 -19.994078808297),29.93534467,-19.99407881,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,tributery,Truck,0,0,,,,Excavators Dumpers Compressors Jack hammers,In a support village,1,Chrome,other,,,Yes,Deforestation,None,,None,,None,,All of them,Helmets Gumboots Gloves Worksuits (overalls),In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6379,270,IPIS,IPIS - ZELA 2019,zwemine00267,Belotax,2019-02-28,1,1,POINT (29.9352672500985 -19.9941040890479),29.93526725,-19.99410409,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,tributery,Truck,20,0,,,,Jack hammers Excavators Compressors Dumpers,In a support village,1,Chrome,other,,,Yes,"Open pits, deforestation",None,,None,,EMA,Irregularly,Most of them,Helmets Gumboots Worksuits (overalls) Facemasks Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6378,271,IPIS,IPIS - ZELA 2019,zwemine00268,Belotax,2019-02-28,1,1,POINT (29.9358541551276 -19.9936889673374),29.93585416,-19.99368897,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,Individual,Truck,10,0,,,,Jack hammers Compressors Excavators Dumpers,In a support village,1,Chrome,other,,,Yes,Deforestation,None,,None,,EMA,Irregularly,Most of them,Helmets Gumboots Worksuits (overalls) Gloves Facemasks,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6377,272,IPIS,IPIS - ZELA 2019,zwemine00269,T&M syndicate,2019-02-28,1,1,POINT (29.9355844762912 -19.9932372599225),29.93558448,-19.99323726,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,tributery,Truck,10,0,,,,Jack hammers Compressors Excavators Dumpers,In a support village,1,Chrome,other,,,Yes,Deforestation,None,,None,,EMA,Irregularly,Most of them,Helmets Gumboots Gloves Worksuits (overalls),In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6376,273,IPIS,IPIS - ZELA 2019,zwemine00270,Charcoal 24,2019-02-28,1,1,POINT (29.9354347942914 -19.9923563038456),29.93543479,-19.9923563,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,Company,Truck,40,3,Skating chrome,,,Jack hammers Compressors Dumpers Excavators,In a support village,1,Chrome,other,,,Yes,Deforestation,None,,None,,EMA CID ZIMRA Min of Mines,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Facemasks Safety glasses Earmuffs,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6375,274,IPIS,IPIS - ZELA 2019,zwemine00271,Charcoal 20,2019-02-28,1,1,POINT (29.9368128723277 -19.9925783509053),29.93681287,-19.99257835,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,,Individual,Truck,13,5,Skating chrome,,,Jack hammers Compressors Excavators Dumpers,In a support village,1,Chrome,other,,,Yes,"Deforestation, open pits",None,,None,,EMA CID Min of Mines,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Facemasks Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6374,275,IPIS,IPIS - ZELA 2019,zwemine00272,Charcoal 19,2019-02-28,1,1,POINT (29.9391431795071 -19.9940723010349),29.93914318,-19.9940723,3,Gatawa,Production,Open Cast / Alluvial / trench,Yes,,2011-02-02,tributery,Truck,20,5,Skating,,,Jack hammers Compressors Excavators Dumpers,In a support village,1,Chrome,other,,,Yes,Open pits,None,,None,,Local authorities Min of Mines,Irregularly,All of them,Helmets Gumboots Worksuits (overalls),In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6373,276,IPIS,IPIS - ZELA 2019,zwemine00273,Gordad,2019-02-28,1,1,POINT (29.8873500464025 -20.0785355156215),29.88735005,-20.07853552,3,Adams,Production,Open Cast / Alluvial / trench,Yes,,,Company,Truck,1,1,Skating chrome,,,Excavators,In a support village,1,Chrome,other,,,Yes,Deforestation,None,,None,,,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6372,277,IPIS,IPIS - ZELA 2019,zwemine00274,Kushinga syndicate,2019-02-28,1,1,POINT (29.8853211157686 -20.0804408988341),29.88532112,-20.0804409,3,Mapirimira,Production,Open Cast / Alluvial / trench,No,Registration is in process,,,Truck,4,3,Skating,,,Manual,In a support village,1,Chrome,other,,,Yes,Open pits,None,,None,,EMA,Irregularly,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6371,278,IPIS,IPIS - ZELA 2019,zwemine00275,Tollwood,2019-02-28,1,1,POINT (29.8834914263194 -20.0830002002311),29.88349143,-20.0830002,3,Nganono,Production,Open Cast / Alluvial / trench,Yes,,,Cooperatives,Truck,2,2,Skating chrome,,,Manual,In a support village,1,Chrome,other,,,Yes,Dumps,None,,None,,,Irregularly,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6370,279,IPIS,IPIS - ZELA 2019,zwemine00276,Dst syndicate,2019-02-28,1,1,POINT (29.883077424463 -20.0843975996512),29.88307742,-20.0843976,3,Nganono,Production,Open Cast / Alluvial / trench,Yes,,2017-03-01,Cooperatives,Truck,10,3,Skating,,,Excavators Dumpers Compressors Jack hammers,In a support village,1,Chrome,other,,,Yes,Land pollution because of dumps,None,,None,,,Irregularly,Most of them,Helmets Gumboots Gloves Worksuits (overalls),None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-636f,280,IPIS,IPIS - ZELA 2019,zwemine00277,Tollwood,2019-02-28,1,1,POINT (29.884939259362 -20.0878669221895),29.88493926,-20.08786692,3,Mutero,Production,Open Cast / Alluvial / trench,Yes,,,Individual,Truck,4,0,,,,Manual,In a support village,1,Chrome,other,,,Yes,Dumps,None,,None,,,,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-636e,281,IPIS,IPIS - ZELA 2019,zwemine00278,Mapanzure chrome i,2019-02-28,1,1,POINT (29.9560695635333 -19.9889775277928),29.95606956,-19.98897753,3,T,Production,Open Cast / Alluvial / trench,Yes,,2018-07-01,Individual,Truck,3,0,,,,Excavators Compressors Jack hammers Dumpers,On site,1,Chrome,other,Milling point,,Yes,"Huge open pits, waste management poor",None,,None,,EMA Local authorities Min of Mines,Irregularly,Some of them,Gumboots Worksuits (overalls),None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-636d,282,IPIS,IPIS - ZELA 2019,zwemine00279,Mapanzure chrome ii,2019-02-28,0,1,POINT (29.9557720229526 -19.9916848751069),29.95577202,-19.99168488,3,Muzvondiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-636c,283,IPIS,IPIS - ZELA 2019,zwemine00280,Mapanzure chrome iii,2019-02-28,0,1,POINT (29.954031554464 -19.9899634276021),29.95403155,-19.98996343,3,Muzvondiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-636b,284,IPIS,IPIS - ZELA 2019,zwemine00281,South Bronze,2019-02-28,1,1,POINT (29.9516748175181 -19.9915511166246),29.95167482,-19.99155112,3,Muzvondiwa,Production,Open Cast / Alluvial / trench,Yes,,2019-01-08,Company,Truck,15,2,"Hauling / loading / transporting (rocks, water, etc.)",,,Jack hammers Compressors Excavators Dumpers,In a support village,1,Chrome,other,Milling point,,Yes,Huge open pits,None,,None,,EMA Local authorities,Irregularly,Some of them,Gumboots Worksuits (overalls),None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-636a,285,IPIS,IPIS - ZELA 2019,zwemine00282,Mapanzure iv,2019-02-28,0,1,POINT (29.9503909934921 -19.9970139396823),29.95039099,-19.99701394,3,Muzvondiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6369,286,IPIS,IPIS - ZELA 2019,zwemine00283,Mapanzure chrome vii,2019-02-28,0,1,POINT (29.9487210189022 -19.9991572974992),29.94872102,-19.9991573,3,Muzvondiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6368,287,IPIS,IPIS - ZELA 2019,zwemine00284,Mapanzure viii,2019-02-28,0,1,POINT (29.9463610874211 -19.9996893324373),29.94636109,-19.99968933,3,Muzvondiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6367,288,IPIS,IPIS - ZELA 2019,zwemine00285,Pote quarry,2019-02-28,1,1,POINT (29.8541151964638 -20.2098729444718),29.8541152,-20.20987294,5,Villave 6,Production,Open Cast / Alluvial / trench,Yes,,2018-07-28,Company,Truck,69,5,Crushing / grinding,,,"Jaw crusher, conveyer belts, front end loaders",On a compound,1,Quarry,other,On site,Crushing,Yes,"Dust, deforestation",None,,None,,EMA Local authorities,Irregularly,All of them,Helmets Gumboots Worksuits (overalls),Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6366,289,IPIS,IPIS - ZELA 2019,zwemine00286,Spot mine,2019-02-28,1,1,POINT (29.9348081151932 -20.0032922019503),29.93480812,-20.0032922,3,Mapanzure,Production,Open Cast / Alluvial / trench,Yes,,2017-08-22,Company,Truck,243,5,Washing / sluicing,,,Metal detectors Jack hammers Compressors Excavators Dumpers Hoist (winches),On a compound,1,Chrome,other,Milling point,,Yes,They are open pits,None,,None,,EMA Police CID Health Min of Mines ZIMRA,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Facemasks Safety glasses Earmuffs,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6365,290,IPIS,IPIS - ZELA 2019,zwemine00287,Tongo,2019-02-28,1,1,POINT (29.9363181313832 -20.0084110182901),29.93631813,-20.00841102,3,Mozvodihwa,Production,Open Cast / Alluvial / trench,Yes,,2015-08-22,Company,Truck,36,12,Crushing / grinding,,,Jack hammers Compressors Excavators,On site,1,Chrome,other,Milling point,,Yes,Open pits,None,,None,,EMA Police CID Health Min of Mines,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6364,291,IPIS,IPIS - ZELA 2019,zwemine00288,Dupping area,2019-02-28,0,1,POINT (29.9350830729839 -20.0109269510264),29.93508307,-20.01092695,3,Muzvondihwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6363,292,IPIS,IPIS - ZELA 2019,zwemine00289,Chine Zim,2019-02-28,0,1,POINT (29.9428829319395 -20.0107234385482),29.94288293,-20.01072344,3,Muzvondiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6362,293,IPIS,IPIS - ZELA 2019,zwemine00290,JRG,2019-02-28,0,1,POINT (29.8875469264066 -20.0782050252737),29.88754693,-20.07820503,3,Muzvondihwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6361,294,IPIS,IPIS - ZELA 2019,zwemine00291,Simboti,2019-02-28,1,1,POINT (29.8831528155266 -20.0915698133639),29.88315282,-20.09156981,3,Mapanzure,Production,Open Cast / Alluvial / trench,Yes,,2018-02-28,Company,Truck Car Motorcycle Foot,26,3,Washing / sluicing,,,Compressors Excavators Dumpers,On site,1,Chrome,other,On site,Screening,Yes,Land degradation and open pits,Local vs foreigners,The company failed to pay back the community eg social cooperate responsibility.,Injuries,Injury on the head,EMA CID Local authorities,Irregularly,Some of them,Helmets Gumboots Worksuits (overalls) Gloves,Flush toilets
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6360,297,IPIS,IPIS - ZELA 2019,zwemine00294,Chuckle 10,2019-02-28,1,1,POINT (29.9479501661469 -19.9702695045167),29.94795017,-19.9702695,3,Mabvukucha,Production,Open Cast / Alluvial / trench,Yes,,2010-10-24,Cooperatives,Car,6,0,,,,Dumpers Excavators Compressors Jack hammers,In a support village On site,1,Chrome,other,Milling point,,Yes,Dangerous open pits to live stock,None,,None,,ZIMRA EMA Min of Mines,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-635f,298,IPIS,IPIS - ZELA 2019,zwemine00295,Coperative,2019-02-28,1,1,POINT (29.9469155879503 -19.9730545129382),29.94691559,-19.97305451,3,Mabvukucha,Production,Open Cast / Alluvial / trench,Yes,,2013-02-28,Cooperatives,Truck,4,0,,,,Dumpers Excavators Compressors Jack hammers,On site,1,Chrome,other,Milling point,,Yes,Left open pits,None,,None,,None,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-635e,299,IPIS,IPIS - ZELA 2019,zwemine00296,Lundi 2a,2019-02-28,0,1,POINT (29.9462836628368 -19.9740612842547),29.94628366,-19.97406128,3,Mabvukucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-635d,300,IPIS,IPIS - ZELA 2019,zwemine00297,Lundi co op,2019-02-28,0,1,POINT (29.9448556370676 -19.9765914998707),29.94485564,-19.9765915,3,Mabukukucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-635c,301,IPIS,IPIS - ZELA 2019,zwemine00298,Cooop,2019-02-28,0,1,POINT (29.9430828138805 -19.9796464134261),29.94308281,-19.97964641,3,Mabvukucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-635b,302,IPIS,IPIS - ZELA 2019,zwemine00299,Zimasco  area b ,2019-02-28,0,1,POINT (29.9425429846068 -19.9806966843672),29.94254298,-19.98069668,3,Mabvukucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-635a,303,IPIS,IPIS - ZELA 2019,zwemine00303,Zimasco area C,2019-02-28,1,1,POINT (29.9412391861988 -19.9846911356231),29.94123919,-19.98469114,10,Kashambe,Production,Open Cast / Alluvial / trench,Yes,,1995-02-28,Company,Car,4,2,"Hauling / loading / transporting (rocks, water, etc.)",,,Jack hammers Compressors Dumpers Excavators,In a support village,1,Chrome,other,Milling point,,Yes,Open pits & hips,None,,None,,Local authorities,Irregularly,Most of them,Worksuits (overalls),None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6359,304,IPIS,IPIS - ZELA 2019,zwemine00304,Kushinga D,2019-02-28,1,1,POINT (29.8810053520642 -20.1032731475608),29.88100535,-20.10327315,3,Mapirimira,Production,Open Cast / Alluvial / trench,Yes,,2019-01-28,Cooperatives,Truck,5,0,,,,Jack hammers Compressors Dumpers Excavators,In a support village,1,Chrome,other,Milling point,,Yes,,None,,None,,None,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6358,305,IPIS,IPIS - ZELA 2019,zwemine00305,Abandoned,2019-02-28,0,1,POINT (29.8819218033117 -20.1040226370483),29.8819218,-20.10402264,3,Mapirimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6357,306,IPIS,IPIS - ZELA 2019,zwemine00306,max21,2019-02-28,1,1,POINT (29.9343487447962 -20.0152781483071),29.93434874,-20.01527815,3,muzvondiwa,Production,Open Cast / Alluvial / trench,Yes,,2018-11-11,Company,Car,100,2,"Washing / sluicing cleaning houses, cooking",,,Jack hammers Compressors Excavators Dumpers,On site,1,Chrome,other,Milling point,,Yes,land degradation,None,,None,,EMA,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Safety glasses,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6356,307,IPIS,IPIS - ZELA 2019,zwemine00307,glldenhoney,2019-02-28,1,1,POINT (29.9427832943058 -20.0115956081327),29.94278329,-20.01159561,3,mapfumo,Production,underground / Reef,Yes,,2018-02-28,Company,Truck,15,0,,,,Excavators Compressors Jack hammers Dumpers,On site,1,Chrome,other,On site,Crushing,Yes,land degradation,None,,None,,EMA Police Min of Mines,Monthly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,Flush toilets
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6355,308,IPIS,IPIS - ZELA 2019,zwemine00308,esia ferry,2019-02-28,1,1,POINT (29.9191074214703 -20.0584942198208),29.91910742,-20.05849422,3,mahleka,Production,underground / Reef,Yes,,2015-02-28,Company,Truck Car Motorcycle,49,3,"hro,accountant,cleaner, office orderly",,,Excavators loader,In a support village,1,Chrome,other,On site,Crushing,Yes,deforestration ,None,,Injuries,Beaten by a spanner,EMA,Monthly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,Flush toilets Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6354,309,IPIS,IPIS - ZELA 2019,zwemine00309,bhobho,2019-02-28,0,1,POINT (29.9411605373226 -19.9867653148762),29.94116054,-19.98676531,3,mapfumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6353,310,IPIS,IPIS - ZELA 2019,zwemine00310,charcoal,2019-02-28,0,1,POINT (29.941688629781 -19.9860329137882),29.94168863,-19.98603291,3,madhibha2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6352,311,IPIS,IPIS - ZELA 2019,zwemine00311,sport7,2019-02-28,0,1,POINT (29.9423847690108 -19.9861046945266),29.94238477,-19.98610469,3,madhibha 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6351,312,IPIS,IPIS - ZELA 2019,zwemine00312,chikomo syndcate,2019-02-28,1,1,POINT (29.9383752153366 -19.9902633959727),29.93837522,-19.9902634,3,madhibha2,Production,underground / Reef,Yes,,2008-02-28,Individual,Truck Car Motorcycle,20,4,Grading chrome,,,"picks, shovels",In a support village,1,Chrome,other,On site,Crushing,Yes,landdegradation,None,,None,,None,,Most of them,Helmets Gumboots Worksuits (overalls) Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6350,313,IPIS,IPIS - ZELA 2019,zwemine00313,madhatr,2019-02-28,0,1,POINT (29.8882726375829 -20.0781916181542),29.88827264,-20.07819162,3,mapirimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-634f,314,IPIS,IPIS - ZELA 2019,zwemine00314,madhatr,2019-02-28,0,1,POINT (29.8882334868185 -20.0792826829598),29.88823349,-20.07928268,3,mapirimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-634e,315,IPIS,IPIS - ZELA 2019,zwemine00315,community site,2019-02-28,1,1,POINT (29.887682310194 -20.0813020747833),29.88768231,-20.08130207,6,toddly,Production,Open Cast / Alluvial / trench,Yes,,1995-02-28,Company,Foot,3,7,Skating of chrome as recovering,,,shovels,In a support village,1,Chrome,other,Milling point,,Yes,land degradation,None,,None,,EMA,Irregularly,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-634d,316,IPIS,IPIS - ZELA 2019,zwemine00316,madata,2019-02-28,1,1,POINT (29.8870180249393 -20.0822294654041),29.88701802,-20.08222947,6,todly,Production,Open Cast / Alluvial / trench,Yes,,1993-02-28,Company,Foot,3,0,,,,"hammer,chizzels,pick, shovels",In a support village,1,Chrome,other,Milling point,,Yes,land degradation,None,,None,,EMA,Irregularly,None,,None
